od,do,odleglosc,czas_rano,czas_poludnie,czas_wieczor
25,476,8.25,26,17,24
25,486,8.89,17,12,18
25,513,6.47,7,4,5
25,519,11.94,13,8,12
25,534,8.69,15,13,18
25,545,3.35,10,6,9
25,558,6.04,13,8,12
25,584,10.5,15,14,17
25,598,9.76,28,13,20
25,636,8.81,20,16,23
25,644,6.83,8,4,4
25,653,10.03,22,15,21
25,699,10.52,29,21,18
25,707,9.69,12,8,11
25,708,8.69,10,6,7
25,770,5.52,6,3,6
25,834,8.66,21,9,14
25,845,7.05,18,10,17
25,846,5.44,11,9,12
25,913,8.34,20,12,20
25,953,9.26,23,14,15
25,989,7.84,26,11,19
26,53,7.15,11,6,10
26,100,10.67,22,14,20
26,122,8.31,12,7,10
26,139,7.48,5,5,7
26,140,3.13,5,4,6
26,146,10.34,23,13,12
26,230,6.19,8,4,6
26,246,6.77,6,5,4
26,266,9.24,20,12,15
26,285,7.75,12,7,8
26,310,5.23,16,8,11
26,323,8.72,24,10,13
26,342,11.54,9,6,7
26,369,9.43,24,13,17
26,378,11.77,11,7,13
26,385,5.2,7,4,5
26,415,9.24,16,11,17
26,433,2.43,6,3,5
26,511,11.4,19,8,10
26,526,7.25,13,8,11
26,536,7.38,9,5,5
26,543,4.29,8,6,10
26,547,9.09,17,10,9
26,595,11.48,20,10,15
26,674,6.18,12,8,8
26,680,4.53,11,8,8
26,693,6.93,11,7,11
26,717,6.97,23,11,18
26,725,1.55,2,2,2
26,736,1.29,1,1,1
26,757,8.66,18,9,17
26,800,11.2,21,16,17
26,855,7.42,8,4,6
26,882,7.81,7,4,8
26,897,11.62,21,15,21
26,903,0.91,2,1,1
26,968,8.33,11,4,6
26,977,11.26,19,12,21
26,995,11.59,28,15,21
27,102,2.8,3,2,2
27,109,1.8,1,1,1
27,135,5.73,17,8,14
27,172,5.53,6,3,4
27,183,3.46,4,4,4
27,207,2.63,9,5,6
27,272,11.55,22,13,16
27,306,6.46,11,7,7
27,360,11.55,21,17,20
27,377,11.01,16,13,13
27,390,7.43,19,9,14
27,412,11.89,31,19,18
27,420,10.44,22,13,14
27,477,7.83,11,5,7
27,487,10.75,22,17,19
27,539,9.38,10,7,12
27,560,2.35,5,3,4
27,618,11.87,36,18,30
27,624,5.16,10,8,9
27,645,9.88,24,17,15
27,687,6.21,7,4,8
27,700,3.28,6,5,7
27,740,11.19,15,9,12
27,742,4.89,9,6,8
27,836,10.54,24,13,16
27,839,9.87,23,20,23
27,858,11.85,18,14,16
27,860,8.46,20,11,13
27,867,6.25,12,9,13
27,895,9.33,23,10,17
27,897,12.0,11,7,10
27,931,8.26,20,9,15
27,947,9.9,26,17,26
27,985,7.95,16,9,13
27,995,10.04,14,12,16
28,32,9.34,14,12,12
28,59,7.31,11,6,6
28,63,4.52,10,6,8
28,74,5.77,6,6,6
28,101,6.43,11,7,6
28,105,9.78,24,16,21
28,125,10.3,16,14,14
28,187,11.77,19,17,21
28,194,8.37,17,7,9
28,196,4.63,11,6,6
28,208,5.0,10,5,7
28,227,9.21,18,11,14
28,237,10.02,11,6,10
28,247,6.86,15,9,10
28,304,7.92,9,5,8
28,423,10.92,15,10,14
28,471,10.94,30,18,19
28,548,8.39,9,5,8
28,565,11.82,17,10,12
28,596,6.0,7,5,7
28,603,8.13,19,11,17
28,612,7.48,21,13,19
28,619,11.46,32,13,17
28,626,7.29,5,3,4
28,637,9.98,11,9,13
28,670,8.74,20,15,21
28,715,8.18,26,14,17
28,718,3.78,7,4,5
28,734,9.68,12,9,12
28,754,10.92,25,20,30
28,756,10.64,32,20,18
28,767,3.81,5,2,4
28,788,1.76,3,2,3
28,818,11.69,14,7,9
28,840,11.52,15,12,15
28,843,10.48,10,10,12
28,886,8.68,30,17,22
28,916,9.29,11,8,12
28,918,9.03,13,8,12
28,936,2.34,2,1,2
28,975,10.62,29,17,22
28,978,4.65,5,4,6
29,31,8.35,16,12,15
29,33,11.54,21,15,18
29,54,8.22,16,13,16
29,76,5.17,7,4,5
29,86,10.54,23,9,13
29,88,10.48,16,8,10
29,94,9.69,21,14,14
29,126,8.16,28,12,17
29,134,7.3,18,11,13
29,138,10.42,35,21,23
29,147,10.79,33,21,23
29,200,9.96,21,11,16
29,201,9.5,30,18,25
29,203,10.21,18,14,15
29,224,9.72,28,19,19
29,228,2.98,4,3,3
29,229,7.47,16,12,16
29,265,7.35,7,7,8
29,268,9.54,9,6,11
29,269,8.69,12,9,10
29,284,11.25,15,6,8
29,287,7.54,7,6,5
29,325,6.49,11,5,7
29,335,5.94,11,6,8
29,441,0.96,1,1,1
29,456,8.93,15,12,12
29,476,4.67,5,5,7
29,513,2.64,4,2,4
29,519,7.59,15,12,13
29,525,10.12,8,6,10
29,534,11.12,22,11,19
29,545,2.82,8,4,6
29,558,10.12,18,7,10
29,636,7.3,21,10,14
29,653,11.07,9,8,10
29,699,7.39,20,13,16
29,768,11.22,25,19,23
29,770,3.87,4,2,3
29,824,10.26,25,15,20
29,828,11.37,15,10,17
29,834,3.79,5,2,4
29,846,7.38,23,13,11
29,890,10.67,13,9,13
29,913,4.16,5,4,5
29,938,10.51,10,8,12
29,960,10.97,22,13,20
29,989,3.91,4,2,3
30,40,2.18,2,1,2
30,79,7.86,11,8,14
30,80,11.18,18,13,18
30,90,6.97,15,10,15
30,146,10.47,23,18,18
30,198,0.31,1,1,1
30,204,4.75,8,4,5
30,221,6.74,9,4,5
30,223,6.07,12,10,13
30,285,10.67,12,5,10
30,323,10.29,32,15,22
30,324,9.39,14,10,15
30,338,6.91,16,7,9
30,364,4.82,11,5,7
30,392,6.06,18,10,16
30,446,11.33,28,16,21
30,450,9.5,10,7,9
30,451,11.39,13,8,9
30,511,7.04,18,10,10
30,523,9.22,23,14,17
30,527,2.06,4,3,3
30,566,8.66,21,11,13
30,672,4.49,6,2,4
30,682,9.03,14,9,14
30,690,6.81,17,12,14
30,694,6.97,13,7,8
30,772,5.36,16,9,14
30,806,8.16,19,11,14
30,862,7.85,9,5,7
30,871,11.53,22,14,18
30,883,6.54,10,5,9
30,885,7.77,22,12,15
30,891,3.58,9,5,6
30,900,9.07,18,11,16
30,911,9.3,13,6,10
30,921,5.19,9,5,8
30,924,4.72,8,6,9
30,926,5.92,11,9,12
30,927,8.59,12,7,8
30,963,2.57,4,3,4
30,984,6.65,9,4,8
31,33,5.2,16,6,9
31,54,4.0,13,7,11
31,73,8.76,16,12,12
31,76,11.19,11,9,10
31,189,7.97,14,8,10
31,201,5.24,10,4,8
31,228,6.95,11,6,9
31,229,11.61,36,18,31
31,249,4.87,7,6,8
31,265,7.36,11,6,9
31,268,9.95,18,13,19
31,269,8.04,10,6,7
31,287,9.0,27,12,19
31,335,3.1,7,6,8
31,353,10.9,16,8,15
31,373,10.06,14,7,9
31,397,9.9,11,7,10
31,399,5.32,12,6,7
31,441,9.28,8,7,8
31,460,10.42,24,16,19
31,486,4.86,8,7,8
31,513,6.13,15,9,12
31,519,8.31,21,12,13
31,534,3.0,7,4,5
31,545,6.91,15,10,13
31,558,4.3,5,3,5
31,586,10.23,15,14,13
31,598,11.95,27,20,21
31,620,6.13,9,6,9
31,644,11.95,26,18,23
31,653,2.9,6,3,3
31,676,10.36,30,18,25
31,699,5.93,19,9,14
31,711,11.14,15,6,11
31,720,10.91,9,8,9
31,753,9.31,17,8,14
31,770,4.5,5,4,4
31,776,11.97,11,9,12
31,812,6.67,23,10,15
31,820,10.6,36,17,28
31,845,8.23,12,5,7
31,846,1.86,4,2,3
31,850,9.86,27,13,24
31,938,8.51,9,9,11
32,63,8.67,13,11,10
32,85,11.81,11,8,9
32,105,11.31,35,19,21
32,106,4.11,5,3,4
32,116,10.99,28,12,18
32,148,9.73,9,6,8
32,196,4.81,8,5,6
32,208,7.37,26,12,18
32,247,9.2,25,15,18
32,304,7.2,13,8,12
32,372,7.91,11,6,8
32,463,11.93,25,15,19
32,471,10.27,14,8,12
32,473,7.15,13,11,14
32,481,8.85,23,12,15
32,484,11.39,10,7,9
32,489,5.87,11,8,8
32,494,11.48,16,15,20
32,528,11.41,29,16,25
32,548,4.6,8,4,6
32,555,7.09,12,7,11
32,564,8.0,21,12,14
32,569,11.83,28,25,22
32,575,4.49,9,5,7
32,619,11.47,17,14,21
32,637,5.51,11,6,6
32,638,6.55,10,8,10
32,640,11.06,21,19,24
32,715,8.31,13,13,17
32,718,5.74,10,6,8
32,754,8.45,10,9,8
32,767,7.85,13,7,10
32,775,11.69,28,21,26
32,788,10.42,22,17,19
32,797,6.22,13,9,16
32,802,7.61,11,6,9
32,818,5.79,20,10,10
32,917,9.74,22,12,18
32,918,8.16,27,12,18
32,936,11.45,36,18,27
32,961,10.59,23,15,18
32,975,5.41,14,8,8
32,978,5.0,12,7,12
33,38,9.19,18,11,9
33,54,3.39,8,4,6
33,73,3.59,8,4,7
33,136,10.49,16,10,16
33,158,9.75,18,10,12
33,188,10.01,9,7,11
33,189,8.57,8,7,7
33,201,10.27,22,16,16
33,228,11.24,26,18,30
33,249,3.31,8,4,4
33,265,6.51,15,11,11
33,287,8.14,9,6,6
33,335,5.73,7,3,5
33,340,7.38,11,10,13
33,353,10.06,28,11,15
33,373,9.46,14,7,10
33,381,11.13,27,18,18
33,397,10.39,26,14,24
33,399,1.56,4,3,3
33,419,8.42,10,8,7
33,444,11.85,27,16,24
33,460,8.14,9,8,8
33,486,8.12,20,9,15
33,491,7.82,14,13,16
33,505,9.28,25,13,17
33,513,8.91,15,8,13
33,517,10.41,19,8,11
33,519,7.33,8,5,6
33,534,6.08,10,6,10
33,545,11.14,11,10,12
33,558,9.03,21,11,12
33,586,7.45,20,10,14
33,620,5.29,13,9,9
33,653,3.6,3,2,2
33,676,6.8,16,10,14
33,699,5.21,11,8,8
33,711,7.56,8,7,7
33,720,6.09,11,6,8
33,753,6.46,7,4,5
33,770,8.01,19,8,15
33,798,9.85,15,10,14
33,812,3.28,7,5,6
33,820,7.75,21,11,11
33,846,7.03,16,8,9
33,850,4.66,8,5,6
33,915,8.88,21,13,15
33,938,5.43,11,8,11
33,969,11.23,23,13,17
33,979,11.08,21,16,21
34,46,5.41,13,7,11
34,52,5.41,18,10,10
34,121,7.11,12,7,8
34,141,9.08,16,11,20
34,149,6.51,8,6,6
34,182,7.19,20,12,16
34,195,8.66,29,14,23
34,213,8.23,16,10,16
34,259,10.16,28,15,22
34,280,4.71,6,2,4
34,290,8.81,11,7,13
34,344,4.2,8,5,6
34,348,3.41,6,5,7
34,368,7.11,6,5,5
34,493,10.14,25,14,22
34,549,4.18,4,3,5
34,552,6.5,10,6,6
34,567,11.83,41,25,21
34,577,6.8,11,7,9
34,704,10.19,24,18,19
34,713,11.29,32,17,18
34,724,6.6,13,8,14
34,735,11.76,18,10,19
34,739,7.79,23,12,18
34,795,9.6,30,13,17
34,823,8.55,19,9,17
34,859,11.06,25,16,21
34,865,11.39,22,17,26
34,870,11.32,13,10,14
34,880,8.01,15,14,13
34,965,7.86,21,11,16
34,993,10.64,20,10,11
35,39,5.74,8,6,10
35,87,5.63,17,9,15
35,94,7.6,26,11,20
35,126,9.63,21,11,13
35,134,10.84,26,14,15
35,138,10.85,18,17,17
35,147,6.77,12,6,10
35,159,7.68,7,6,5
35,163,8.93,12,7,9
35,202,8.57,12,9,9
35,203,8.5,12,6,13
35,229,10.91,19,12,17
35,233,9.42,24,12,13
35,257,6.62,9,7,6
35,261,5.52,9,4,5
35,262,8.97,24,15,22
35,274,6.78,18,11,15
35,292,6.98,11,6,10
35,298,0.37,1,1,1
35,319,11.17,22,13,16
35,343,7.72,23,11,17
35,380,9.55,17,11,13
35,388,9.47,21,14,13
35,445,9.65,13,8,12
35,456,8.45,14,10,16
35,458,8.48,13,8,9
35,474,8.48,19,15,17
35,490,4.44,13,6,9
35,578,9.96,9,7,7
35,584,4.77,9,5,8
35,621,2.92,7,4,7
35,636,10.8,12,8,10
35,643,8.45,23,13,17
35,655,11.08,11,9,9
35,677,6.19,11,7,14
35,697,9.86,27,16,16
35,766,10.1,17,9,12
35,792,8.11,22,9,12
35,853,7.54,8,7,9
35,861,11.92,29,19,28
35,901,7.5,17,9,15
35,928,9.77,12,9,13
35,930,11.91,27,20,21
35,940,11.04,16,8,15
35,960,11.75,35,19,21
35,992,4.64,5,3,3
36,50,11.3,28,19,17
36,58,7.23,12,7,9
36,72,4.05,12,8,7
36,78,7.36,13,7,13
36,81,11.9,25,20,22
36,103,7.36,13,9,12
36,108,8.58,10,9,10
36,110,8.42,12,7,13
36,123,7.32,10,5,6
36,144,9.9,35,20,23
36,161,9.8,33,18,27
36,171,11.69,14,6,10
36,178,8.96,19,9,12
36,184,8.94,9,7,7
36,190,11.55,31,19,26
36,240,7.46,22,12,16
36,258,9.04,24,11,19
36,264,6.94,13,7,9
36,294,9.42,18,11,11
36,311,9.43,22,18,17
36,318,8.5,19,8,13
36,332,3.34,9,5,8
36,350,10.55,12,8,14
36,365,9.78,22,11,17
36,382,11.24,24,22,26
36,395,11.88,12,9,12
36,411,10.49,26,18,21
36,508,2.81,4,2,3
36,529,10.35,25,14,19
36,563,1.32,1,1,1
36,573,3.64,4,2,3
36,588,11.67,20,16,24
36,601,9.91,23,11,19
36,604,9.92,11,7,13
36,629,9.42,11,6,10
36,633,10.63,18,16,21
36,642,8.21,16,9,13
36,667,8.93,18,11,11
36,681,10.27,15,9,12
36,716,12.0,30,16,21
36,741,6.82,7,4,6
36,774,8.11,11,7,10
36,783,4.84,11,6,9
36,790,11.35,22,15,22
36,793,5.97,14,7,10
36,825,7.71,12,6,7
36,919,5.64,15,8,11
36,933,5.3,6,5,5
36,987,9.78,12,8,7
37,49,7.37,9,5,7
37,60,6.25,12,8,11
37,62,2.47,5,3,6
37,81,8.74,19,11,21
37,110,11.9,19,15,15
37,111,9.61,15,11,16
37,174,8.4,17,13,20
37,202,10.87,15,9,8
37,218,9.52,11,7,10
37,239,7.13,9,5,7
37,258,12.0,32,18,21
37,291,6.31,7,3,6
37,319,7.92,7,5,7
37,351,6.03,10,7,12
37,400,4.16,5,3,3
37,411,9.86,28,16,22
37,432,5.26,14,10,14
37,439,9.12,16,10,12
37,453,8.73,15,12,14
37,485,7.09,11,7,7
37,499,11.56,27,20,18
37,501,8.75,11,9,9
37,516,8.09,13,10,12
37,571,9.74,15,9,13
37,643,10.7,21,14,15
37,646,3.19,3,2,3
37,656,7.08,15,11,15
37,673,7.99,10,9,11
37,716,10.78,10,7,11
37,728,9.99,22,14,12
37,733,2.74,6,4,5
37,764,10.15,10,7,8
37,786,2.52,2,2,2
37,874,6.96,14,7,12
37,930,10.43,18,8,15
37,943,5.38,13,6,8
37,944,7.28,18,9,13
37,958,4.68,4,4,5
37,967,0.47,1,1,1
38,47,5.38,12,7,9
38,54,8.15,16,8,13
38,55,10.72,18,12,20
38,73,9.12,12,7,7
38,86,4.49,12,7,11
38,91,8.48,25,10,16
38,158,3.12,4,2,3
38,160,5.89,11,6,5
38,188,0.88,1,1,1
38,192,8.49,13,9,10
38,224,6.99,22,13,14
38,238,8.59,18,9,18
38,265,5.38,11,5,8
38,287,4.67,5,2,4
38,326,5.1,6,3,5
38,327,6.65,10,5,8
38,335,9.91,13,10,11
38,340,7.7,9,5,7
38,399,10.68,23,15,21
38,444,9.11,20,10,15
38,497,8.73,16,10,15
38,505,6.95,9,8,10
38,513,10.4,31,18,21
38,517,9.44,21,11,14
38,519,4.76,9,5,7
38,599,6.39,20,8,11
38,649,10.14,33,13,17
38,658,9.39,19,12,20
38,695,9.98,24,16,22
38,699,6.42,13,8,15
38,720,5.75,7,4,4
38,737,4.97,9,6,10
38,770,11.15,11,8,8
38,798,10.45,13,9,9
38,824,7.42,13,9,12
38,850,8.51,23,15,17
38,909,11.76,17,11,13
38,922,8.52,13,10,12
38,938,3.83,5,5,6
38,979,7.5,18,12,15
38,981,11.63,33,19,26
39,87,5.01,8,5,6
39,120,10.25,20,17,17
39,159,3.57,5,2,2
39,163,9.11,15,7,8
39,193,11.77,24,10,19
39,202,6.71,5,4,5
39,257,3.41,6,4,5
39,261,3.82,9,7,8
39,262,7.03,9,5,9
39,274,3.36,6,4,5
39,292,1.25,4,2,3
39,298,5.57,6,4,6
39,319,7.98,27,13,16
39,343,2.15,7,4,4
39,355,10.98,17,13,16
39,380,3.81,3,2,4
39,388,8.61,10,5,8
39,428,11.53,19,14,20
39,445,4.27,13,7,8
39,458,6.1,15,10,13
39,474,11.74,32,22,31
39,485,8.21,24,15,19
39,490,5.24,14,8,11
39,499,9.83,21,16,17
39,516,8.52,22,14,18
39,584,10.08,13,7,11
39,621,3.13,8,6,8
39,643,4.25,14,6,11
39,656,9.65,21,17,22
39,673,10.29,19,14,11
39,677,3.1,5,4,4
39,697,5.97,13,8,13
39,698,9.62,18,12,18
39,766,7.79,20,15,17
39,769,8.04,22,12,17
39,853,11.81,25,15,14
39,861,6.61,15,8,12
39,901,1.77,3,2,3
39,928,10.92,22,11,21
39,930,10.97,26,19,23
39,940,9.16,12,6,9
39,958,10.08,19,14,20
39,988,11.73,17,11,10
39,992,6.33,20,11,15
40,79,5.7,8,6,6
40,80,11.76,35,18,20
40,90,9.11,22,14,14
40,198,1.87,6,3,3
40,204,2.66,5,4,5
40,211,11.44,30,15,25
40,221,8.88,13,6,7
40,223,7.04,6,5,7
40,285,11.87,23,23,23
40,323,11.86,14,6,11
40,324,9.88,12,5,8
40,338,5.5,7,4,6
40,364,3.76,6,3,6
40,392,7.37,9,5,8
40,446,10.73,18,10,17
40,450,9.56,14,10,17
40,451,10.73,26,14,20
40,511,8.19,11,6,9
40,523,11.07,38,23,26
40,527,3.38,7,6,5
40,566,8.76,27,14,24
40,641,11.84,16,8,10
40,672,4.14,11,8,8
40,682,8.28,22,14,22
40,690,4.93,8,7,9
40,694,6.9,12,8,12
40,772,7.34,10,7,10
40,789,10.94,17,11,17
40,806,6.65,9,7,11
40,862,7.76,14,10,14
40,871,9.59,13,6,12
40,883,8.67,10,9,10
40,885,8.49,10,8,11
40,891,5.76,14,9,14
40,900,11.15,35,19,25
40,911,7.68,17,15,18
40,921,5.72,18,10,14
40,924,5.24,5,3,6
40,926,7.68,10,7,8
40,927,7.12,18,9,13
40,963,3.51,11,5,8
40,984,5.58,12,10,10
41,44,11.32,10,8,11
41,45,10.55,12,7,9
41,51,6.26,12,8,9
41,69,11.63,26,20,19
41,70,11.78,24,11,19
41,113,10.11,13,11,11
41,119,10.03,22,17,19
41,150,11.79,19,10,13
41,176,10.05,9,7,10
41,180,7.78,17,9,11
41,197,9.35,26,11,17
41,206,0.43,1,1,1
41,209,9.02,10,6,6
41,245,11.32,22,12,17
41,254,4.43,3,3,2
41,255,2.54,3,2,3
41,256,11.36,26,19,22
41,267,7.51,17,10,11
41,322,9.12,23,17,20
41,328,8.32,20,10,14
41,345,6.5,13,9,13
41,349,10.78,25,15,17
41,354,10.37,27,17,19
41,363,8.36,22,10,17
41,376,5.05,8,5,4
41,393,8.64,24,12,15
41,407,8.0,11,9,13
41,426,8.49,18,9,15
41,437,7.63,13,7,11
41,459,11.04,28,19,17
41,464,7.55,18,12,12
41,503,6.01,17,9,13
41,506,6.96,16,11,12
41,509,10.55,15,13,13
41,512,1.9,4,3,5
41,542,7.55,9,7,9
41,556,11.19,16,14,16
41,576,4.37,5,4,5
41,579,8.93,25,15,20
41,581,9.04,15,8,12
41,608,10.58,18,13,15
41,623,10.18,29,13,21
41,625,6.63,19,8,15
41,630,10.79,23,10,18
41,647,6.21,9,5,7
41,689,7.33,13,12,16
41,692,10.51,14,7,7
41,748,2.67,6,4,6
41,758,5.19,8,6,8
41,799,1.8,4,2,2
41,801,9.04,16,13,16
41,809,8.15,21,9,13
41,821,5.35,8,6,9
41,829,8.09,15,8,16
41,841,2.56,3,2,2
41,842,6.66,10,5,9
41,854,6.77,13,8,9
41,873,7.12,19,10,14
41,906,7.58,15,15,14
41,908,7.23,21,12,12
41,925,9.28,30,13,19
41,945,0.65,1,1,1
41,955,9.66,20,10,18
41,966,11.42,14,8,9
41,973,10.22,27,19,20
41,982,8.09,8,6,9
41,997,7.45,18,10,14
42,71,6.98,17,12,13
42,85,11.77,19,12,17
42,104,5.75,8,6,8
42,106,11.48,21,15,23
42,116,9.18,21,16,20
42,132,7.65,8,7,9
42,148,6.89,23,12,14
42,168,6.19,9,5,4
42,205,7.26,17,10,16
42,225,6.02,10,4,8
42,234,7.35,23,14,19
42,372,11.44,9,7,7
42,374,6.81,10,6,6
42,386,6.84,7,5,6
42,394,5.66,10,7,7
42,425,4.25,9,6,5
42,427,5.13,10,5,9
42,435,3.17,5,3,5
42,436,7.91,17,8,12
42,473,9.95,17,8,13
42,489,9.28,12,8,11
42,524,3.84,4,2,3
42,555,8.25,16,12,14
42,564,7.29,9,6,8
42,575,10.66,13,11,12
42,610,11.09,9,7,9
42,638,9.61,11,7,10
42,640,9.6,17,12,14
42,650,10.13,22,13,21
42,661,10.85,28,20,25
42,668,4.89,13,7,11
42,678,11.69,27,14,20
42,729,9.38,12,6,10
42,730,8.54,10,5,8
42,731,10.73,31,17,26
42,745,7.52,26,12,14
42,751,9.54,21,13,18
42,760,10.28,34,19,26
42,797,9.82,23,14,15
42,807,10.43,19,11,18
42,830,4.67,9,7,10
42,902,5.56,8,4,5
42,904,11.51,24,15,21
42,914,10.58,17,8,14
42,920,5.13,9,6,10
42,964,2.07,5,3,3
43,92,10.31,22,13,15
43,165,11.86,13,8,10
43,189,9.09,16,8,11
43,199,10.66,17,13,20
43,201,9.94,17,10,15
43,242,11.61,14,12,15
43,269,11.86,16,8,13
43,289,4.03,11,5,10
43,314,10.79,16,10,16
43,330,8.22,22,14,18
43,334,4.37,6,5,6
43,353,11.03,19,10,16
43,367,3.62,5,4,5
43,373,10.58,35,17,22
43,375,7.64,14,8,11
43,397,8.46,23,12,14
43,404,11.56,25,17,27
43,442,6.45,21,9,11
43,486,8.67,21,12,15
43,500,10.77,13,10,14
43,534,10.81,27,13,21
43,537,10.51,11,8,11
43,544,8.39,12,6,11
43,553,5.89,5,4,5
43,558,9.61,10,9,11
43,598,5.7,10,7,6
43,644,10.57,26,12,15
43,707,6.49,9,6,7
43,776,7.7,18,12,16
43,845,7.02,22,14,13
43,858,11.21,28,12,20
43,905,11.78,20,13,18
43,934,9.04,20,12,15
43,953,10.96,14,7,8
43,971,8.9,15,9,11
43,974,4.75,5,3,5
44,45,3.12,7,5,6
44,61,5.8,16,10,11
44,69,9.96,32,20,18
44,70,8.83,23,15,15
44,77,9.32,22,11,19
44,117,2.03,3,2,4
44,150,11.84,13,8,10
44,180,6.49,10,6,10
44,197,3.71,4,3,5
44,206,10.91,21,20,27
44,254,7.07,12,7,9
44,267,6.92,10,8,8
44,328,5.46,16,8,12
44,361,4.51,4,2,3
44,363,5.39,14,7,8
44,409,5.33,16,9,12
44,426,7.02,11,5,7
44,464,5.09,6,4,4
44,503,5.33,12,7,7
44,509,2.93,7,4,6
44,512,11.45,33,15,20
44,521,7.75,9,6,6
44,542,4.07,9,6,7
44,623,11.8,28,17,20
44,692,10.68,8,8,10
44,748,9.59,16,12,18
44,758,6.89,6,5,6
44,821,7.25,17,9,11
44,829,5.33,5,4,6
44,841,9.17,21,12,13
44,873,5.66,9,6,7
44,892,10.43,9,8,8
44,906,4.25,7,5,8
44,908,11.89,17,8,13
44,945,11.61,16,10,11
44,966,8.18,14,8,9
44,994,2.53,2,1,2
45,61,4.03,9,6,10
45,70,11.35,31,18,24
45,77,6.29,13,5,9
45,117,4.59,10,6,7
45,180,8.09,10,5,6
45,197,5.85,8,6,8
45,206,10.11,20,16,22
45,254,7.0,7,4,7
45,267,8.43,18,13,11
45,328,2.89,7,5,5
45,361,7.59,8,6,11
45,363,2.82,3,1,2
45,409,8.27,19,9,15
45,413,9.15,29,14,20
45,426,4.2,13,8,8
45,447,11.22,26,17,18
45,464,6.45,12,8,10
45,465,9.29,9,6,6
45,503,4.83,8,5,6
45,509,5.6,7,6,9
45,512,11.2,27,16,25
45,521,5.14,14,7,13
45,542,3.15,7,5,8
45,587,11.31,20,16,21
45,623,8.84,23,12,14
45,692,7.64,7,5,5
45,748,8.29,22,11,21
45,758,7.34,25,14,14
45,821,7.9,21,12,15
45,829,7.0,22,11,12
45,841,8.08,12,7,8
45,873,3.66,8,5,7
45,906,5.31,12,7,10
45,945,10.98,37,18,20
45,966,10.69,26,19,19
45,994,5.57,13,7,8
45,997,9.52,18,9,12
46,52,3.39,7,4,7
46,115,9.34,14,12,17
46,121,8.45,11,9,9
46,141,8.06,14,9,17
46,149,9.04,22,14,17
46,165,11.27,25,11,18
46,169,10.48,22,12,17
46,182,8.45,15,10,14
46,195,6.37,13,10,14
46,213,3.1,5,2,5
46,280,9.73,18,12,21
46,290,4.11,10,5,7
46,344,9.25,13,7,10
46,348,2.01,4,2,3
46,368,4.35,14,8,8
46,549,8.84,18,11,13
46,552,6.53,11,8,10
46,577,1.61,1,1,1
46,582,10.46,16,7,12
46,635,7.8,19,13,13
46,713,9.48,19,13,13
46,721,9.42,19,12,16
46,724,8.1,18,12,17
46,735,8.64,29,15,21
46,739,3.01,5,2,4
46,795,4.79,7,4,6
46,823,11.09,25,18,22
46,859,7.41,24,13,17
46,865,11.35,11,9,13
46,870,5.92,12,5,6
46,880,4.75,7,5,9
46,893,10.76,9,8,7
46,946,8.74,11,7,8
46,949,8.78,10,7,10
46,965,3.92,4,2,2
46,993,11.51,28,21,25
47,55,5.61,11,8,11
47,86,6.65,17,10,16
47,91,6.68,19,10,13
47,155,7.3,6,4,7
47,158,4.87,16,10,12
47,160,2.49,7,5,5
47,188,4.83,10,7,7
47,191,11.71,32,22,26
47,192,7.24,19,11,19
47,224,8.78,9,5,7
47,235,10.78,20,16,22
47,238,4.71,8,7,8
47,265,10.63,20,10,16
47,287,9.55,12,8,14
47,300,8.39,10,5,8
47,308,10.43,23,15,20
47,326,0.3,1,1,1
47,327,2.18,2,2,2
47,340,10.37,24,13,14
47,359,11.79,25,13,17
47,370,10.99,18,13,17
47,379,11.15,28,16,22
47,440,11.85,14,7,7
47,444,9.18,21,14,17
47,475,11.87,27,21,24
47,497,7.0,16,10,12
47,505,8.47,25,11,14
47,517,10.57,26,20,27
47,519,9.87,29,13,19
47,599,5.49,10,7,9
47,605,10.92,20,12,21
47,649,10.05,19,12,15
47,658,8.51,16,9,10
47,660,8.98,27,15,18
47,695,6.55,17,9,10
47,699,11.77,17,8,11
47,720,9.33,27,20,22
47,737,2.32,4,2,4
47,752,11.03,24,20,26
47,796,9.22,18,12,10
47,824,8.8,20,15,23
47,909,8.38,18,7,14
47,922,6.47,15,7,8
47,938,9.11,13,6,10
47,979,7.74,17,13,15
47,981,9.6,23,13,17
48,51,10.36,21,15,13
48,75,7.76,20,10,12
48,98,10.8,16,9,10
48,99,4.11,9,5,8
48,120,8.56,16,10,9
48,133,10.33,23,14,18
48,193,7.32,15,9,11
48,253,6.4,14,13,11
48,295,8.95,21,15,18
48,320,11.26,34,18,23
48,322,7.36,15,11,17
48,349,9.04,19,13,19
48,355,8.72,21,11,20
48,387,11.89,23,13,15
48,393,7.96,17,10,9
48,403,3.91,11,6,7
48,407,8.54,8,6,5
48,459,7.68,19,9,15
48,466,9.35,15,12,12
48,483,8.97,28,12,22
48,561,11.15,34,20,24
48,579,7.97,18,11,13
48,607,11.19,36,18,21
48,611,7.88,14,8,8
48,616,7.89,17,8,11
48,630,7.89,10,8,9
48,631,3.08,7,3,6
48,647,11.83,34,19,20
48,689,9.15,16,12,16
48,698,9.04,24,14,19
48,732,7.22,14,9,12
48,746,3.31,5,2,2
48,801,11.46,31,22,22
48,842,10.48,18,12,13
48,856,7.92,10,7,12
48,932,5.99,14,7,9
48,973,10.25,18,11,13
